,ID,Pi_gene_0d,Td_gene_0d,Tw_gene_0d,Pi_gene_4d,Td_gene_4d,Tw_gene_4d,Pi_gene_full,Td_gene_full,Tw_gene_full,DOS_east,W_Danaus_plexippus_East,East_Pin_Pis_Monarch,alpha_East
15,DPOGS206953,0.00048652922216140606,-0.01864738139314808,0.0004922857772117298,0.0017323342196438644,-1.337838807883604,0.003913297091947051,0.0007199424046076314,-1.3364858001984297,0.0013875441452728026,0.038487060384870604,0.040027605244996545,0.0,1.0
16,DPOGS206971,0.0009391892860727547,-1.3213637295948255,0.002089212810605878,0.0,,0.0,0.0006460423771088376,-1.5524534486816486,0.0015887058776168346,0.01423948220064725,0.014445173998686804,0.0,1.0
17,DPOGS206952,0.0013494260232101275,0.2791637727466789,0.0012193270496062775,0.0013766190236778472,0.2932749652107609,0.001162774550699199,0.000995717501242363,0.3392738240813628,0.0008873383138968335,0.2823757955888154,0.6714697406340059,0.13552275897560118,0.7981699683925596
18,DPOGS206951,0.0020847048496818077,1.2126250394117553,0.001184208182970152,0.0016233766233766233,-1.1514180085336592,0.005840299447830068,0.0026892299619572352,0.6391705867697763,0.0021237452537563885,0.11818181818181817,0.13402061855670103,0.0,1.0
19,DPOGS206972,0.001623941177931788,-1.2684974463332241,0.0027145053771604546,0.0,,0.0,0.0011556295158445696,-1.2798495567443,0.0018996672935146191,-0.07972107624621497,0.070625,0.17053147337409558,-1.414604932730557
20,DPOGS206973,0.0,,0.0,0.0019308407934000352,-1.1319003292738767,0.003653647047931607,0.0003764433795880337,-1.397574051281459,0.0008080917474985,0.02756892230576441,0.028350515463917526,0.0,1.0
21,DPOGS206974,0.0,,0.0,0.0,,0.0,0.0022385022385022378,0.5723633805932055,0.0016472639468238651,0.1703442188879082,0.20531914893617023,0.0,1.0
22,DPOGS206975,0.0012553351744915894,-1.0105239969368842,0.0018064898116310925,0.0016048546854234055,-1.6281598443714806,0.003653647047931607,0.0014661188012198949,-1.6313371186760384,0.0026404270622605946,0.040284348039420895,0.0734304932735426,0.028936749799822414,0.6059300637947849
23,DPOGS206950,0.0036961653168242656,0.2625447892331957,0.00343241107352435,0.0025623582766439905,-1.7407282023352626,0.0058736725875319536,0.0024946625823818805,-0.610873198871715,0.003005534218766351,0.011710173353221737,0.03441682600382409,0.022036690801061704,0.3597117061691516
24,DPOGS206949,0.0008971371950403039,-1.4635271342493859,0.0016722766314827965,0.002483646998414931,-1.9067853500200045,0.00596351251634969,0.0012375680662436435,-2.094381010316644,0.002914236095474542,0.07844279557968739,0.18297455968688847,0.08252111283819898,0.5490022603174367
25,DPOGS206976,0.0021046006176117693,-1.254584222836283,0.003343517156006805,0.007139465472798806,-0.42837056972679255,0.008236319734119327,0.0030054156995774567,-1.0843956746126455,0.00426682830575266,0.01161556530358137,0.05452436194895592,0.04176390362184347,0.23403223570150922
26,DPOGS206977,0.0034864270259459262,-1.3156915896983306,0.005739950660066665,0.008485958485958484,-0.3927986397678299,0.009883583680943192,0.004811919239779937,-0.8917136695852395,0.006392367554838881,0.0200133422281521,0.02042205582028591,0.0,1.0
27,DPOGS206948,0.004170961313818456,-0.32235942767153464,0.004672239558264055,0.011152609191824876,-0.3184475301581462,0.012596724299241323,0.005568878230748735,-0.39563980960717937,0.0062856748014056,-0.048939623609934285,0.041734860883797055,0.09769781375934769,-1.3409162434102524
28,DPOGS206947,0.0026455026455026462,0.07515083613188074,0.002582644981955005,0.001591785490090575,-0.5629202586617793,0.0021777387771569744,0.002387823816395245,-0.483147258636026,0.0027810949751571755,0.019997800683872483,0.052730696798493404,0.03102524541794537,0.4116283815382503
29,DPOGS206978,0.006061997163220746,-0.6670227356091118,0.0074319272172609545,0.005401894623451509,-0.3201521563236195,0.0061550461246592325,0.006158383207563536,-0.4854365693068862,0.007077294019403256,0.03576616950195174,0.09887968826108133,0.057323982784741566,0.42026533666465793
30,DPOGS206979,0.003577342726742945,-0.2985247157207791,0.003923254590908747,0.00932949384276818,-0.8302907196148925,0.012507543950220149,0.0045506656372101715,-0.4557551013525316,0.005194656741973933,0.010443499239778734,0.1189801699716714,0.10605473847292834,0.1086351742632452
31,DPOGS206946,0.0046035046035046035,-1.120435693673733,0.0066780970817183725,0.0026670107970920977,0.5786061052629515,0.002089212810605878,0.004835644799909243,-0.7834666855613441,0.006122053024527052,0.05145311891019232,0.12441191845269212,0.0629173655728993,0.49428184730690605
32,DPOGS206945,0.0054846813467503116,-0.674286925858441,0.006679939315396089,0.006295263345154885,-0.6545572925893127,0.007803957613586382,0.006627927503348379,-0.6721680575756772,0.008023037625301913,0.17425999342379217,0.35431754874651816,0.09572318713188875,0.7298378602173895
33,DPOGS206980,0.004412830138971218,-1.4903991445159408,0.008530229898905327,0.0016233766233766233,-1.1514180085336592,0.005840299447830068,0.006147462981995357,-1.2968728162132317,0.009859882041420544,0.09980539322059898,0.16455696202531644,0.043295680067210886,0.7368954826684877
34,DPOGS206982,0.0061312078479460455,-1.2070992112485064,0.009926002495024495,0.007936507936507936,-0.3798452757681907,0.009697100969982001,0.008210856359004506,-0.9815501717769212,0.011421030031312134,0.13301911166428246,0.2716568544995795,0.08767205266301228,0.6772691312188186
35,DPOGS206983,0.0029122760215197184,-0.2422461016798561,0.003239157676947769,0.016009852216748766,0.4908948821707723,0.013291715984716708,0.0039747380433654955,0.1503777852723948,0.003779017289772397,0.08829465186680123,0.09684560044272275,0.0,1.0
36,DPOGS206944,0.0029076208851489755,-1.2087294465759533,0.004462251263510614,0.01415010448623894,0.02715906042026506,0.014036349933440332,0.005824788125673081,-1.0920601279718232,0.008186756040144095,0.04851040578254301,0.24079963652885053,0.1703540441898319,0.29254858252486793
37,DPOGS206984,0.006205451718272232,-0.6457044779213006,0.007476044066354466,0.009602194787379972,-0.9492693821515564,0.013086596910878488,0.005897910286625021,-0.7829952013345894,0.007396492090668802,0.033589495478682375,0.09698825931597754,0.05800369849383511,0.40195134026619483
38,DPOGS206985,0.0031711562656188057,-0.9976833443614888,0.004464246266310932,0.005689642675944046,-0.9233226549440384,0.008213754474573795,0.0044141159405956905,-1.0203514086573644,0.006084100110138239,0.015678485747800473,0.07829742511823437,0.06037072259548114,0.22895647584429124
39,DPOGS206986,0.0038137720619472438,-0.6379135327220912,0.004689291527454799,0.011208165054318904,1.3172768812548952,0.0076027566776486095,0.004641621099082745,-0.4998824668922394,0.005376007859927259,-0.02725104864318295,0.09282907662082515,0.1263733052824724,-0.3613547595508666
40,DPOGS206987,0.0007258173924840589,-0.6376479806105321,0.0009883583680943193,0.0,,0.0,0.0011995492139896472,0.2251062571061708,0.0011132411943878251,0.037383177570093455,0.03883495145631068,0.0,1.0
41,DPOGS206943,0.0034606034606034604,0.713332273086842,0.0027780883859948435,0.0017160017160017158,-0.01864738139314808,0.001736305241246777,0.002291468044892702,0.6276927330901437,0.001895481801824722,-0.08661714323113125,0.1109616677874916,0.22925037332859624,-1.0660321523613492
42,DPOGS206988,0.0036989795918367352,0.023495633724719085,0.003671045367207472,0.012687614728431051,-1.2202027011554033,0.02097740209832841,0.004198851257674787,-0.9671395002752928,0.00577159004256148,0.0309013396561926,0.2295968534906588,0.18458705853142943,0.19603837890165432
43,DPOGS206989,0.002462244025299088,-0.6891237501981361,0.0031950483657755967,0.007613168724279834,-0.2669587191130233,0.0085657725234841,0.003982177666388193,-0.6360221650320683,0.004868965434401489,0.13229492231135948,0.21798365122615804,0.048961312906842816,0.7753899770398586
44,DPOGS206990,0.004906980713432325,0.2107482619284457,0.004605254044883925,0.010145639011618392,-1.050259662190277,0.015895247981723072,0.005060472648145337,-0.4173249912389709,0.00573478925589265,0.1418633405150821,0.2183517417162277,0.03880522077554516,0.82228114843262
45,DPOGS206942,0.007053064534816359,0.5260838078951575,0.006096078985691239,0.007237339380196522,-0.03732890889718672,0.007342090734414944,0.005762314351921986,-0.2886416981712601,0.0062676384318176345,0.092539577218811,0.14727272727272725,0.037159445209912684,0.7476827794388645
46,DPOGS206941,0.0018379281537176273,-1.0616710186231904,0.002704980796889716,0.0020649848236055134,-0.3493341105569143,0.0024166756335848557,0.0017510645899014555,-0.9565973611419472,0.002406353049968426,0.10351861295257521,0.11547212741751989,0.0,1.0
47,DPOGS206939,0.0005080990996483954,-1.1648504858514332,0.0009870928644219834,0.0,,0.0,0.0019282089252934734,0.09484588313086367,0.0018729823302078934,-0.0468222826765025,0.05816398037841626,0.11332436294977864,-0.9483598304739049
48,DPOGS206938,0.0,,0.0,0.0009756463657172877,-0.740993868265358,0.0018225047922306593,0.0012627626006310813,-0.3699213752725424,0.0014567640346061395,0.12815405046480743,0.146991622239147,0.0,1.0
49,DPOGS206992,0.002030567405870069,-1.3242640589141237,0.0037332664751262416,0.005511463844797178,-0.9589120072417066,0.00917761341801868,0.002706847634383866,-1.3060401222355404,0.004469098707904747,0.006062382045853694,0.06806282722513089,0.06119160636599298,0.10095409108425701
50,DPOGS206993,0.001511243386243386,-0.6267983217988788,0.0019272988177839226,0.009352083913487422,-0.8027667091783983,0.0123978286524112,0.005059547720429862,-0.4460943011399997,0.005760063952885187,-0.01745767824885811,0.028493150684931506,0.04729748437088974,-0.6599597880168036
51,DPOGS206937,0.004046547660254825,-0.8045731759901449,0.005203506673144546,0.0025807808682426422,0.2272936295503217,0.002357552070683697,0.0033489245259004717,-0.9005403092216515,0.004415346661589743,-0.015614095276761303,0.17904612978889756,0.20115915587298772,-0.12350463039978732
52,DPOGS206994,0.003055232933281713,-1.0280180375563064,0.004387346902272344,0.0,,0.0,0.002355712603062426,-1.1145769226696032,0.0034505232073398853,0.06487033034317705,0.21125098347757673,0.12301121770280493,0.41770108863960875
53,DPOGS206995,0.0033936937278226053,-1.2883118964221918,0.005213059650330419,0.004323556103491378,-0.3876672119307949,0.004989770402029573,0.003316376171017152,-1.202468621867355,0.004860438349577668,0.1191581226683492,0.3068862275449102,0.1307923364351459,0.5738083866405977
54,DPOGS206996,0.002688694525429219,-1.5675253784801706,0.005244350524582103,0.0017404622667780562,-0.36340365921852097,0.002254150664074763,0.002357071524715135,-1.3342685749766507,0.003916355550010315,0.0,0.0,0.0,
55,DPOGS206936,0.00522584512732296,1.0919565303779757,0.003797633138490488,0.001020408163265306,-1.5106025230521225,0.003671045367207472,0.002983597186495736,0.31355946262647194,0.002708544671457423,0.0903954802259887,0.09937888198757765,0.0,1.0
56,DPOGS206997,0.000874064750716733,-0.36340365921852097,0.001132040421605828,0.0011337868480725626,-1.1514180085336592,0.00407893929689719,0.0017110216115191238,-1.6082322518824737,0.003835420532903329,0.0,0.0,0.0,
57,DPOGS206998,0.00023561973956562457,-1.2413746070321388,0.0005794209147790822,0.00860334951244042,-1.075878524647164,0.01274247152253833,0.0018894052480871238,-1.2411954947643833,0.002931252954804445,-0.008188155363628647,0.02905100064557779,0.037795496079777266,-0.30100496505722196
58,DPOGS206935,0.00014459224985540774,-1.1514180085336592,0.0005201886147864838,0.009278429568284641,-1.1645740216399982,0.014896995693015825,0.001773655227788863,-1.6299712595821445,0.003492274188509939,0.028696194635059263,0.029543994861913937,0.0,1.0
59,DPOGS206999,0.0027954144620811285,-1.3287811308536233,0.004711174887916256,0.011067577523273723,-0.7700882438808101,0.014637712540131059,0.003734978056683483,-1.5310114392524763,0.006474130395656586,-0.12037344317223546,0.1156156156156156,0.28867201581688057,-1.496825487455097
60,DPOGS207000,0.0017604994736651054,-1.186718795551009,0.002602472540620782,0.0023766755868372498,-1.5923055562528243,0.004451036530678805,0.0022569475029704405,-1.1919197297083255,0.0032799017986703824,0.057715024887918034,0.08147578785549578,0.01793869886510396,0.7798278563820731
61,DPOGS207001,0.0013884093638694866,-1.2100797581311795,0.00214980347772886,0.004067591024112764,-2.032000400456712,0.009649190392067068,0.00231207009565448,-1.6087710951814125,0.004028783264964855,0.021004052096354902,0.03835227272727273,0.01618957916607676,0.5778717135956282
62,DPOGS207002,0.0017836035123269167,-0.861205571471049,0.002392037539802741,0.006528600949201807,-1.4411228808107654,0.011028891661138329,0.0033170533170533176,-1.217991115520213,0.0048947271562766285,0.0031586495018958542,0.016470588235294115,0.013217476904437376,0.1975103308020163
63,DPOGS206934,0.001608634736132012,-0.3265824832425012,0.001773516287099868,0.004903182913654118,-0.9778557306055816,0.006727046484411597,0.002536993633432209,-0.6218389902660639,0.0030334968720621964,0.003485405593337876,0.029835390946502057,0.026152126627443817,0.12345285924567617
64,DPOGS207003,0.0019187496198990453,-1.937012257626333,0.004430571994905569,0.0018828352161685492,-1.5524534486816486,0.004630147309991404,0.0017172870035719568,-1.9385974951749196,0.0037639213485349578,-0.005858552670359486,0.04702970297029702,0.05349190518679047,-0.1374068260770187
65,DPOGS207004,0.0033249981880118873,-1.4032688060104126,0.005720293294792464,0.010555288333066109,-0.9356760053784872,0.015574131860880185,0.004614123370494421,-1.3502138344095216,0.007334606442127058,0.011718438909976828,0.11712439418416802,0.1026891413930763,0.12324719279566576
66,DPOGS206933,0.003754029460970335,-1.4115023636131483,0.0062756945223469635,0.004107490949596213,0.029592690084984382,0.004057471195334574,0.00371648578090745,-1.4066554440344472,0.006019869416211372,-0.0047517489055720966,0.04141018466703973,0.04658925220487133,-0.12506748229871723
67,DPOGS207005,0.0007709750566893424,-0.9936849242937535,0.0014684181468829884,0.0,,0.0,0.0013339801115692456,0.046067768373762384,0.0013088616759143784,0.05807711078574915,0.061658031088082904,0.0,1.0
68,DPOGS206932,0.0016653184990695431,-0.7921135455198625,0.0021468101562616792,0.0019808689759428675,-0.9615062709096356,0.002848224853867866,0.001769762654351459,-1.0111864947697715,0.0024270675429360613,-0.026348867399057174,0.04419889502762431,0.07374122948779835,-0.6683953171614376
69,DPOGS206931,0.001001001001001001,-1.2965657486291615,0.001984348847139174,0.014849458301839253,0.6592519710436305,0.012236817890691571,0.0036695681856972174,-0.6807641260296422,0.004573493672160586,0.014591439688715954,0.014807502467917079,0.0,1.0
70,DPOGS207006,0.004232804232804232,-1.006732722976383,0.005844880074847974,0.0011040286630837812,-1.5273022082045529,0.0030351162484786184,0.003350237191419093,-1.2249924923147548,0.004982859362691582,-0.0024398448261950256,0.12685265911072363,0.1299593077959336,-0.024490213346638035
71,DPOGS206930,0.0018412166653372683,-1.5734390014002395,0.003551136850188133,0.004792749187368022,-1.2193854213209334,0.00806642255574736,0.0025109534421855336,-1.638773267744409,0.00460195515230163,0.09189123827486365,0.18943533697632056,0.07224082388968603,0.6186518046592535
72,DPOGS207007,0.0022544814692620693,-0.13160332470599725,0.0023738861496953624,0.018554268554268557,-0.7112179864949197,0.02430827337745488,0.0040458553791887135,-0.5300703776003155,0.004796832613151097,-0.02370072136928185,0.05172413793103448,0.07861024648265885,-0.5197980986647379
73,DPOGS206929,0.0006919006919006919,-0.9936849242937535,0.0013178111574590925,0.0005903187721369539,-1.1514180085336592,0.0021237452537563885,0.0005981136415919024,-1.5659212223686216,0.0014896995693015824,0.12538699690402474,0.14336283185840706,0.0,1.0
74,DPOGS207008,0.0022711032050112515,-0.95870963572509,0.003138321829724778,0.00507225571825055,-1.2037460788629286,0.007968160486961955,0.0026443920230654074,-1.3194587184917803,0.004099488109476018,-0.0050912966144858185,0.01626984126984127,0.02155550347521401,-0.3248748477448611
75,DPOGS206928,0.00178182384064737,-1.4680300710463314,0.003779017289772397,0.0,,0.0,0.0018130627685817144,-1.1663592542086538,0.002963446836790216,0.0,0.0,0.0,
76,DPOGS206927,0.0008967805577975069,1.3603777299083435,0.0004839419504793276,0.0035559678416821274,0.13707232299017805,0.00333731397018861,0.00273002349679666,0.7625623758579538,0.0021893348302834763,0.035573122529644265,0.036885245901639344,0.0,1.0
77,DPOGS207010,0.003018574571197009,-0.7282895056105857,0.003748827155119822,0.004749078082411416,-1.3107570563623705,0.007475583293222487,0.003207626666832301,-0.9596107457394732,0.004273668545271856,0.00514371322210191,0.011432414256893073,0.006197652573594876,0.4578876837096717
78,DPOGS207011,0.008014893200078388,0.16256733251323108,0.007614020020874755,0.008140008140008141,1.0320384176937027,0.004941791840471596,0.006581778010349439,-0.09556060899296764,0.006777314524075332,0.02069859369404798,0.0552112676056338,0.03265661252896042,0.4085154363377067
79,DPOGS206926,0.012410931015582178,-0.7747905285610225,0.015755226417402048,0.003281440781440781,-1.337838807883604,0.007412687760707395,0.00872473369457688,-0.8881008257454068,0.011469249096583057,-0.02403695579584611,0.1688115064345193,0.20259810392486044,-0.20014392504368006
80,DPOGS207012,0.00547923904459094,-0.9459288424937576,0.007353447409951548,0.0005431830526887562,-1.5106025230521225,0.0019541686365362964,0.005006555767977089,-0.8802877318085741,0.0065221618199117525,-0.010636035741940705,0.059277108433734946,0.07134745436970409,-0.20362575461086152
81,DPOGS206925,0.0029684344716327665,-1.1866710363990782,0.004383337751889518,0.00564373897707231,-0.2939573993907037,0.0061863912669607385,0.003126354943976632,-1.1176200867827182,0.0044333018605832684,0.13238785484952034,0.2851485148514852,0.09828794073610603,0.6553096522796282
82,DPOGS207013,0.004083427566277171,0.010884637849345164,0.0040681769240821595,0.002223347968028819,-1.2413746070321388,0.0054675143766919785,0.0026941928782419572,-0.4493481421562226,0.0031530451006689933,0.08805723720418274,0.09656004828002415,0.0,1.0
83,DPOGS206924,0.0003845207333579426,-0.36340365921852097,0.0004980100304351222,0.002426186364010198,-1.4245095986554048,0.005325868926518611,0.0007168458781362008,-1.3364858001984297,0.0013815762134651776,0.0,0.0,0.0,
84,DPOGS206923,0.0005830903790087462,-1.5106025230521225,0.0020977402098328406,0.004856669035773514,-0.7675334748369673,0.007670841065806656,0.0010864361212389057,-1.4245095986554048,0.0023849018626869887,0.0,0.0,0.0,
85,DPOGS207014,0.0014674538484062295,-1.375168308376888,0.0026457984628522322,0.01198985117113772,-1.1099765391047012,0.01803320531259811,0.003357297079270173,-1.4498848486191391,0.005569672717063653,0.00041311504510412045,0.11019567456230689,0.10968672946509639,0.004618557844779381
86,DPOGS207015,0.0004729390204250539,-1.862662883590037,0.0014356043335448214,0.004501509737111832,-0.4278943458194032,0.0053816371875292784,0.0016020368999643609,-1.5049714073320186,0.0028293678672130125,0.1294885745375408,0.14875000000000002,0.0,1.0
87,DPOGS206922,0.0034152642848295023,-0.9805130884787528,0.005156652355274709,0.005531505531505531,-0.11061735974820687,0.005840299447830068,0.004691556189683531,-0.8379976825415175,0.006255901281196252,0.0,0.0,0.0,
88,DPOGS207016,0.006568794202332564,-0.7502151324942556,0.008152596704125365,0.0047220799908971964,-0.7293693480144132,0.006078935339246781,0.0050934498603293354,-0.8233532101773907,0.006462857968966529,0.06498006472219674,0.19422941590429274,0.10822957646648894,0.44277453565622904
89,DPOGS207017,0.0,,0.0,0.0052213868003341685,-0.36340365921852097,0.006762451992224289,0.0014361300075585786,-0.2506158760785985,0.001631575718758876,0.0279441117764471,0.02874743326488706,0.0,1.0
90,DPOGS207018,0.0021969985298617174,-1.2815216129617963,0.003334489727054459,0.008940258940258941,-0.6088158699369512,0.010684955330749398,0.003852364651466064,-0.9807704990926474,0.005154307920902659,0.007306737893386388,0.012006861063464836,0.004578536338891071,0.618673330632358
91,DPOGS206920,0.0016006753763467825,-0.5872553879777719,0.0020298039155175595,0.0004012841091492777,-1.1514180085336592,0.0014436695264299045,0.0010452844991723834,-1.0735634617621643,0.0016264125044590065,-0.8863109048723898,0.12827225130890052,0.0,1.0
92,DPOGS207019,0.002392067938286425,-0.9500062577948658,0.0034551015220776198,0.004142570034042902,-1.2561624275682424,0.007968160486961955,0.0023311327440229753,-1.6310318161643869,0.004399339362514493,-0.25743669513246914,0.17409867172675525,0.682707138129365,-2.9213805100182593
93,DPOGS206919,0.0016122805822376641,-0.5629202586617793,0.0022057783322276653,0.008954008954008953,0.7509119715157411,0.0065890557872954605,0.0031473427257970588,-0.3727215175640393,0.0036108642956139063,-0.5775764439411097,0.7313725490196079,0.0,1.0
94,DPOGS207020,0.001475656521528081,-1.0390813617596952,0.002357552070683697,0.01744207261448641,-0.8141129871836774,0.02303897437350896,0.0054357025461256635,-1.1591495885927976,0.007955825873205046,-0.016492763345340625,0.08469945355191257,0.10445786388820048,-0.23327671558327023
95,DPOGS207021,0.004771524771524771,-0.7759168342440967,0.006073911425743271,0.023294788000670356,0.1911336701975264,0.02209271646328478,0.009173853268341458,-0.4479240429399319,0.010386842272571271,0.11257224616678792,0.2671517671517672,0.10896256000684763,0.5921323629315665
96,DPOGS206918,0.004121468407182693,0.5614100241997942,0.0034726104824935548,0.015055585280304382,0.5012163884615793,0.01299302573786914,0.00666689038782062,0.08130268662014516,0.006519404034787053,0.02402474205200127,0.04387186629526462,0.018333336760312156,0.5821163240030436
97,DPOGS206917,0.00841249799583133,1.1046242065628529,0.006326991068482574,0.008678539166344043,-0.6272598885671435,0.01096836725568086,0.009172013959248002,0.4331374786763592,0.008201271565037969,0.017359284587059442,0.017665952890792293,0.0,1.0
98,DPOGS206916,0.002055242646640496,-1.7275528561469475,0.004835516747128121,0.013818256536703138,-0.6272598885671432,0.0174641964071035,0.00449129609434953,-1.5102051069761837,0.007846509181817497,0.0953770184793238,0.24405705229793978,0.1121012834259093,0.5406759101185145
99,DPOGS207022,0.007320623722740123,-1.3705359254746046,0.01178360241325855,0.009708737864077669,-0.07099834311461899,0.009979540804059146,0.006509904237176965,-1.1812536420214583,0.00955685364190375,0.028714144596236942,0.05944391179290508,0.028166046106321993,0.526174417921067
100,DPOGS206915,0.003560171113362603,-0.7721160589982942,0.004556261980576649,0.0038290169869117244,-0.8903791425403278,0.005635376660186908,0.0037073219608727242,-1.1721127313189204,0.005407115743388175,0.026829248472076822,0.12941176470588237,0.09619564571896162,0.2566700103534785
101,DPOGS207023,0.0014273993704373448,-1.6720029524688738,0.002710687507431677,0.001821326821326821,-1.6652321372786418,0.003953433472377277,0.0016021170325608812,-1.6119836782560182,0.002832292970231561,0.062261543338321616,0.08792924037460977,0.01891205683996665,0.7849173180685449
102,DPOGS206914,0.002687808124908338,-1.1819404355700769,0.004109379142396424,0.008744082428292955,-0.09722091601941574,0.009016602656299055,0.004173871370933794,-0.8099253956924606,0.005347055063619206,0.06881811065519472,0.11125401929260449,0.032308819568914536,0.7095941362447278
103,DPOGS206913,0.0034359756581978807,-0.8542414306731707,0.004630147309991404,0.0008388179119886436,-0.740993868265358,0.0015669096079544086,0.002093119867062921,-0.9176133337343202,0.002882356586849697,0.007952286282306162,0.008016032064128256,0.0,1.0
104,DPOGS207024,0.0009616257666179664,-1.4451528065510435,0.0020044709493332526,0.009835843169176505,-0.441668303674164,0.01153084762776706,0.002909119752153262,-1.001522888929803,0.004078939296897191,0.0,0.0,0.0,
105,DPOGS207025,0.004904699819954056,-0.7745100785611461,0.0061981795965236975,0.0036647331264895006,-0.8437834042756189,0.0050957853539140546,0.0039021164021164016,-1.132731239133011,0.005561359772709828,0.022684003974287048,0.07435757244395844,0.04879760761068729,0.3437439388239186
106,DPOGS206912,0.005346339509686123,-0.8216428320748554,0.006910633211177412,0.0023368606701940032,0.19091790619417487,0.0021414431308710248,0.004140786749482401,-0.9993811554266648,0.005657086972031327,0.07132364356763168,0.1527426160337553,0.06516693066436005,0.5733546252084716
107,DPOGS207026,0.004340277777777778,-1.1145769226696027,0.006357409294773356,0.0036885323623674885,-1.5420543469231025,0.00736840647181428,0.0038013779995248282,-1.3670712711763715,0.00604427284265806,-0.014958148230520149,0.03733333333333333,0.05368289433177633,-0.4379346696011519
108,DPOGS207027,0.0006669542752016979,-0.8049920090546471,0.0009633483625286711,0.009572374306673823,-0.9770854419428624,0.013655579385264507,0.002872663139329806,-0.9152240283487046,0.003837466090520877,0.03892598102269589,0.06978879706152434,0.027020994755902684,0.6128175883002892
