,CHROM,BIN_START,BIN_END,intron_East_Window_pi,codon_1_East_Window_pi,codon_2_East_Window_pi,codon_3_East_Window_pi,codon_4D_East_Window_pi,intergenic_final_East_Window_pi,intron_West_Window_pi,codon_1_West_Window_pi,codon_2_West_Window_pi,codon_3_West_Window_pi,codon_4D_West_Window_pi,intergenic_final_West_Window_pi
13,DPSCF300120,190001,200000,0.023282665336959826,0.00383866876155268,0.01054533567467653,0.009506207578558228,0.013588853658536584,0.012542922541340285,0.01898597231792076,0.0038590017560073955,0.011714548983364126,0.009797908687615516,0.012041676341463416,0.012855990194371884
14,DPSCF300120,200001,210000,0.013916137786100695,0.0035371126385809314,0.0007068356984478934,0.005006511086474501,0.006755228342245989,0.020139169409875524,0.011086165792759029,0.0038806021064301545,0.001735742017738359,0.005092538137472285,0.0057244855614973274,0.016264004536330784
15,DPSCF300120,210001,220000,0.021822603379329786,0.007948678680981598,0.0057028430981595065,0.005999042791411042,0.005677563470319634,0.0133616063654224,0.018404200985637813,0.009681230904907969,0.007600054141104291,0.006527454831288346,0.006084598325722985,0.013366189351669928
16,DPSCF300120,220001,230000,0.02041543898929061,0.004862929449838189,0.0031506313915857604,0.01044930841423948,0.011558023948220064,0.02394812362132349,0.02025343350066944,0.0052841071197411,0.004211235275080907,0.012676768770226544,0.012860801294498387,0.019446879779411737
17,DPSCF300120,230001,240000,0.02089111637206609,0.008316186574074073,0.004210145833333333,0.011705737731481487,0.013885095602294456,0.01879753750000001,0.021189759026369288,0.0070774856481481485,0.005974692245370372,0.00955474224537037,0.01145145965583174,0.01849384785156249
18,DPSCF300120,240001,250000,0.01618465697999999,,,,,,0.016074235000000187,,,,,
19,DPSCF300120,250001,260000,0.01855311369580175,0.004483694835680753,0.015040861032863846,0.0006706910798122067,0.0014880958333333336,0.005078267245119307,0.01875795154852024,0.005490091079812207,0.02034713145539907,0.001925650704225352,0.0014241791666666668,0.004321336581964673
20,DPSCF300120,260001,270000,0.0010420883386976973,0.0006306365817091454,0.0,0.002117988905547226,0.004464865263157894,0.011971816696090782,0.000528872493191384,0.001046664167916042,5.169835082458771e-05,0.0014947146926536732,0.002479276140350877,0.010965277755359385
21,DPSCF300120,270001,280000,0.026465105927180318,0.004084967973856209,0.007530173529411764,0.008420649019607844,0.011531027936507936,0.018274165776322685,0.02476600198983906,0.004991915522875818,0.009723860130718954,0.012254415686274507,0.01633778857142857,0.01830071674995697
22,DPSCF300120,290001,300000,0.02101620912200686,0.016819829473684208,0.010136450526315788,0.01882484631578947,0.0232499,0.010885868281090907,0.02052728551881413,0.020199328421052633,0.012723278947368423,0.012137427368421052,0.013029923076923078,0.011049898981554871
23,DPSCF300120,300001,310000,0.021734620358781775,0.004884009615384615,0.0,0.01144689038461538,0.00639659104477612,0.016435271493212764,0.020087122069253203,0.005543534615384616,0.0013146269230769232,0.009371073076923076,0.0025552835820895525,0.016901993171534416
24,DPSCF300120,310001,320000,0.009364941120550191,,0.0019305027027027028,0.0038610054054054057,0.006211182608695653,,0.01078174082726542,,0.0,0.009025359459459458,0.010179121739130437,
25,DPSCF300120,320001,330000,0.010492946453759157,0.0,0.00100603661971831,0.000503018309859155,0.0,0.008065055879494666,0.010962310898203596,0.00024283661971830986,0.0,0.00024283661971830986,0.0004597706666666666,0.006902670310981529
26,DPSCF300120,330001,340000,0.0003037501939487975,,,,,0.010568370799798816,0.0027225577967416605,,,,,0.010984316498993979
27,DPSCF300120,340001,350000,0.012769997021100541,0.0022161277486911,0.002340786387434555,0.004556912041884817,0.0015527956521739132,0.010554594481830413,0.01589767985105501,0.0026225570680628273,0.008513794764397906,0.004741495811518325,0.001834609782608696,0.010178487213997294
28,DPSCF300120,350001,360000,0.009939812812613323,0.0044293268571428575,0.0035374125714285718,0.001224490285714286,0.001984127777777778,,0.01079539565059811,0.003550260571428572,0.0031458000000000002,0.012669608,0.011421437037037038,
29,DPSCF300120,360001,370000,0.0061157913178294535,0.0028961305263157907,0.0039052624338624343,0.003331371428571429,0.005121106422018349,0.006773797947840968,0.006114924425651853,0.0031075889473684212,0.00425713544973545,0.004164308465608465,0.005355848623853212,0.006791132706284721
30,DPSCF300120,370001,380000,0.005315176729442481,0.001284561154855643,0.003822820418848168,0.0014543350785340315,0.0020513872881355935,0.003908042828514177,0.005391858250978925,0.0015131979002624676,0.0044136806282722525,0.0018418075916230368,0.001712349152542373,0.00486185682794159
31,DPSCF300120,380001,390000,0.007788037959183684,0.0032224802784222733,0.003879251972157772,0.0017738993039443157,0.001569196958174905,0.003191306625166745,0.0074181801530612095,0.0036466076566125283,0.004745645707656612,0.0010134160092807425,0.00126742927756654,0.003547634504224097
32,DPSCF300120,390001,400000,0.009212224,0.003423165384615384,0.004560585714285714,0.011804967352537728,0.013387848484848485,0.003320613872675448,0.008708751555555557,0.002713184752747252,0.004812265109890111,0.010516692592592596,0.01034162537878788,0.003009530975973937
33,DPSCF300120,400001,410000,0.01004037054967222,0.003244778169014085,0.006160418309859154,0.00718109306698002,0.008662325128205127,0.009556135467349527,0.011839906656580926,0.004315671596244132,0.0059274840375586856,0.008219222914218565,0.009729012820512823,0.00919790898115965
34,DPSCF300120,410001,420000,0.010119278710848823,0.00235891,0.0011904766666666667,0.003902115,0.002551021428571429,0.009124018007915579,0.010387771266454808,0.005908446666666666,0.002823150833333333,0.004582576666666666,0.002419842857142857,0.008324998680738778
35,DPSCF300120,420001,430000,0.005715341115598176,0.002431964125560538,0.0006168887892376683,0.0024734860986547077,0.002720953654188948,0.0034468586407766988,0.0059131031297324325,0.0035694069506726467,0.003958696748878924,0.002769799103139014,0.0034787957219251323,0.0041372300970873785
36,DPSCF300120,430001,440000,0.007430415475704372,0.0016071358324145533,0.0015131753998896855,0.0042841661334804175,0.0041239368331922105,0.0012835804100227788,0.008853700122498958,0.0016468012679162075,0.002495589299503585,0.00635159111969112,0.00621711447925487,0.008148366059225514
37,DPSCF300120,440001,450000,0.006634041069987308,0.0016607577464788732,0.0012283642211055276,0.0025524446231155783,0.00233035067114094,,0.007578021215265736,0.0014740600603621724,0.0021091556783919604,0.003055813768844222,0.0029202572147651,
38,DPSCF300120,450001,460000,0.006524813906192742,0.003996839685658154,0.0026767476377952755,0.006827271653543307,0.008655543589743589,,0.006227894741663602,0.0031662392927308447,0.003863174999999999,0.00711663070866142,0.008847943589743591,
39,DPSCF300120,460001,470000,0.0040479642294713215,0.0020335379081350305,0.002281161393805309,0.003508325152017688,0.004161689771766695,0.0022512201923076927,0.004948082339707532,0.002829624294410625,0.0040747872234513285,0.0048356761746821434,0.005601643279797127,0.002850302884615385
40,DPSCF300120,470001,480000,0.010715389529682042,0.005439349872557348,0.0015216691588785048,0.0015994488095238096,0.0007215001715265867,0.005515826309662398,0.010209729295127559,0.007618808156329653,0.0030484484282073073,0.0019440032312925167,0.0015243373927958837,0.0054953547147846326
41,DPSCF300120,480001,490000,0.0020803645153608017,0.0028813843621399173,0.001752781618655693,0.0047212606310013715,0.005291005378973104,0.010550951505870343,0.0020247239938080467,0.003490351165980796,0.0014920710562414266,0.005143412482853224,0.005494938875305623,0.010417432108218466
42,DPSCF300120,490001,500000,0.013688281800391385,0.0007635708454810497,0.0010335201166180759,0.008950744023323616,0.00892308729281768,0.008172898748486042,0.012247199804305286,0.0009656443148688047,0.0009065600583090381,0.008432417638483966,0.008432693370165747,0.007699553882384563
43,DPSCF300121,170001,180000,0.013028928215223192,0.003981961139896372,0.0027962818652849737,0.0017271160621761658,0.0021220598930481284,0.01834114161896976,0.012428293661417395,0.004521534455958549,0.003270865284974093,0.0020405689119170987,0.0020186951871657755,0.01882402575633688
44,DPSCF300121,300001,310000,0.0065338159548750975,0.0005446622291021673,0.0040173978328173375,0.0060392686244204,0.004061988976377953,0.013243027122122934,0.006393281950040293,0.0008905859133126933,0.0041757312693498465,0.006123476661514684,0.0035702236220472444,0.011214971279871006
45,DPSCF300121,490001,500000,0.007285615547169811,0.0011932902127659575,0.0008893387234042555,0.005245978723404255,0.009548137931034484,0.005315236461731486,0.01080117856603773,0.004057098723404256,0.004335125106382979,0.007061307234042551,0.00815653793103448,0.005583554153074018
46,DPSCF300122,20001,30000,0.019586597013333342,0.011936261904761904,0.010298569047619045,0.011652804761904759,0.005097429268292685,0.0069726747459349465,0.018118175519999974,0.008563078571428571,0.006344888095238096,0.009506528571428571,0.0016820878048780488,0.005233619512195114
47,DPSCF300122,40001,50000,0.01493618646934462,0.00035536616915422884,0.0026060179104477623,0.010634656716417909,0.010846559999999998,0.012583116455696248,0.016497014376321346,0.0006862248756218907,0.00034311243781094534,0.011220369651741294,0.009667279,0.012502286253401206
48,DPSCF300122,50001,60000,0.014447157196151575,,0.0,0.0007363773195876289,0.0013736269230769232,0.01454253012778859,0.011921399960730376,,0.0020581195876288663,0.0006985113402061857,0.0013029923076923074,0.012460857808100457
49,DPSCF300122,60001,70000,0.008872112087912075,0.0006002403361344539,0.0005780084033613446,0.002678847899159664,0.0,0.02004700503833514,0.008717939560439545,0.0008540626050420168,0.0019699365546218487,0.002203787394957983,0.0005652918032786887,0.016329306133625408
50,DPSCF300122,90001,100000,0.012042508295511895,,,0.011894967407407408,0.017737885245901638,0.0069476240384615424,0.010428711737266784,,,0.010602503703703702,0.014628170491803281,0.005740585817307686
51,DPSCF300122,100001,110000,0.011673819769021704,0.0003246754545454545,0.0015933140909090908,0.009964126077097504,0.00917322764227642,0.0020618241404011454,0.010799497741168436,0.0003107300000000001,0.0006132093181818182,0.007352813151927441,0.005299556504065041,0.0018007989971346714
52,DPSCF300122,110001,120000,0.01832280294554169,0.0003347104622871047,0.011656942092457418,0.0028455292682926826,0.003482686919831224,,0.01747134624957201,0.0,0.011935836496350364,0.002567396585365855,0.003354088607594937,
53,DPSCF300122,120001,130000,0.021055273936625776,0.0,0.0032686666666666662,0.008894768888888887,0.011816581960784313,0.011035261888111858,0.0214404481587211,0.00015325688888888892,0.003856962888888888,0.011636766000000005,0.014699375686274512,0.010078098581973545
54,DPSCF300122,130001,140000,0.03521255862068965,0.17460314285714285,,0.02834471428571429,0.0992065,0.00711902082241484,0.03415947068965517,0.18243897142857146,,0.02290214285714286,0.0801575,0.0066378635355774825
55,DPSCF300122,140001,150000,0.014179405638134312,,0.0016233772727272731,0.0,0.0,0.021893576402223253,0.014209605638134275,,0.0038909999999999995,0.0007837,0.0014992521739130437,0.01808501489388597
56,DPSCF300122,160001,170000,0.024568916139675618,0.016046589140271496,0.012826498190045249,0.003124326696832579,0.000712777202072539,0.008890400039666789,0.02267181132801761,0.01582752579185521,0.012520776470588238,0.005053200452488688,0.004939991709844559,0.009118568266560871
57,DPSCF300122,170001,180000,0.016556330796430426,0.0030455738419618533,0.012333664577656679,0.010855932152588557,0.014525439678284185,0.013236029613733921,0.0152753885165853,0.0029069446866485014,0.014208339373296991,0.011800037602179837,0.016035523860589814,0.01144524951716738
58,DPSCF300122,180001,190000,0.015004762780000054,,,,,,0.012355599990000049,,,,,
59,DPSCF300122,190001,200000,0.015226206019696613,0.021786478431372547,0.034443415686274514,0.030293603921568626,0.04933863,0.13756600000000002,0.01422237106893891,0.027804490196078425,0.040271388235294116,0.033818496078431376,0.05163339,0.188748
60,DPSCF300122,200001,210000,0.01687147457764854,0.004118108278867103,0.0011008518518518518,0.005175733551198256,0.003028481959910913,,0.0164450328127723,0.006474005664488019,0.0012652786492374727,0.007115874074074078,0.006118328730512252,
61,DPSCF300122,210001,220000,0.0173123286754001,0.0028693822284908315,0.003194005641748941,0.007212631311706628,0.0078186,,0.016280228944127263,0.0036493895627644577,0.0038166297602256704,0.008145217348378,0.00895645487465181,
62,DPSCF300122,220001,230000,0.016336654200214483,0.00014607075664621678,0.004577611848825332,0.0038425981613891724,0.003198292205638474,,0.016309102422168733,0.0003049552147239264,0.005044842900919307,0.004476339632277836,0.004657095854063018,
63,DPSCF300122,230001,240000,0.004119136419437343,0.0008472532679738563,0.001705938134206219,0.002169225859247136,0.001893775956284153,0.009224467214654758,0.004423176956521739,0.0011604965686274511,0.0027139081833060545,0.002914903436988543,0.002851252459016394,0.008567626350399241
64,DPSCF300122,240001,250000,0.011078983359173105,0.0022738211202938475,0.0031969522497704308,0.0010679093577981651,0.0015402171945701356,0.0,0.010376565581395323,0.003293676767676768,0.0029170342516069802,0.0013275839449541276,0.0017692595776772238,5.929333798395536e-05
65,DPSCF300122,250001,260000,0.009556727951441569,0.002918692321270962,0.009970255957634604,0.0026338185512367485,0.004410477218934911,,0.010251930333839131,0.0038705740511915275,0.010694407149161509,0.003268500353356891,0.004687553846153847,
66,DPSCF300122,260001,270000,0.010374111191566443,,,0.00841033134328358,0.005668938571428571,,0.00856460045788522,,,0.010567256218905472,0.008642300714285714,
67,DPSCF300122,270001,280000,0.018945745358514825,0.003179096390658174,0.003274583014861996,0.012604050955414012,0.015735094786729856,0.004609023986342302,0.018476965733034627,0.004794735456475584,0.0026343397027600844,0.0155979787685775,0.01670954928909953,0.004832202304737512
68,DPSCF300122,280001,290000,0.018266898254799286,0.002780605463182898,0.004606064370546318,0.010063594774346795,0.009546579918032788,0.013227521739130431,0.018988170691535883,0.00346236057007126,0.005099779334916865,0.01240960201900237,0.011771944057377054,
69,DPSCF300122,290001,300000,0.01265602178041542,0.003367473684210526,0.007338303703703703,0.004409169980506822,0.005584068862275447,0.01071812996857815,0.01014988065281899,0.0026568783625731,0.0063373518518518536,0.00670292046783626,0.009121506886227546,0.00889145292615866
70,DPSCF300122,300001,310000,0.022238662600690483,0.0005618761061946902,0.0019021876106194687,0.01723673716814159,0.021239368354430372,0.01706085612861747,0.0207830904487917,0.0008632732300884955,0.0014093433628318585,0.01683719336283186,0.02205428101265823,0.01472011891961418
71,DPSCF300122,310001,320000,0.003090660096153846,,,,,0.007214120914069077,0.002912827403846153,,,,,0.006444019071187847
72,DPSCF300122,320001,330000,0.006388873567110038,0.0001712916067146283,0.0018334527577937652,0.000513874820143885,0.00029036016260162604,0.0017680597531933317,0.0063637200967351796,0.002287826139088729,0.0023023328537170266,0.004664145083932854,0.004421621544715446,0.0010874630222991988
73,DPSCF300122,330001,340000,0.02196050579628585,0.0006383341935483872,0.001809184258064516,0.009957329548387094,0.010971618909090906,0.01562379586580825,0.01890154119302192,0.002088092,0.0019288503225806449,0.015164617677419345,0.015998469818181812,0.013902210487970195
74,DPSCF300122,340001,350000,0.016187345957599766,,0.0,0.003945046783625731,0.00573722891566265,0.007769717162872159,0.014856867014013729,,0.0010011929824561402,0.005179312280701754,0.004329477108433734,0.008535668651488611
75,DPSCF300122,350001,360000,0.01504139881101381,0.0,0.008306105882352937,0.003851541176470589,0.0,,0.013324976960784388,0.00025355,0.014416753676470587,0.004394861764705883,0.0016420380952380954,
76,DPSCF300122,360001,370000,0.020556249335770858,0.00902504721753794,0.0010171581787521075,0.007775904553119728,0.009520641916167662,,0.016997151492992166,0.009082576222596964,0.0013252013490725127,0.006392391062394605,0.008829901497005991,
77,DPSCF300122,370001,380000,0.004187524881141046,0.001680545245901639,0.0031793780147662013,0.0017014559474979492,0.0011193761377613774,,0.004350540950871633,0.0017315779508196721,0.002704210172272355,0.0018987537325676788,0.0011146767527675278,
78,DPSCF300122,380001,390000,0.011858335077129405,0.0018055224222585922,0.004456722222222221,0.010063282352941173,0.011082735646687695,0.0074930843758462045,0.011605160496311157,0.0009524911620294599,0.0044027748366013055,0.008128420424836604,0.008801514511041013,0.007202852558895203
79,DPSCF300122,390001,400000,0.017026414532791648,0.0015527947826086954,0.005101217826086957,0.003312630434782609,0.0014379749128919862,0.0253968,0.016693199988392467,0.0019345604347826087,0.005902313913043479,0.0028143826086956523,0.0008115344947735193,
80,DPSCF300122,400001,410000,0.012748989243391136,,,,,0.020478194102112653,0.010286936554238835,,,,,0.01709946373239435
81,DPSCF300122,420001,430000,0.015439666380789032,0.02011151827956989,0.003783352688172044,0.014536036559139784,0.027472517948717943,0.011961669137245787,0.014194791337907362,0.016880366666666664,0.0028882064516129037,0.011793480645161294,0.014596605128205131,0.011255214344166486
82,DPSCF300122,430001,440000,0.01800093913043478,0.02535275,0.0800265,0.13492066666666666,0.2222222,0.0038689045065026712,0.014571669565217394,0.04683403333333333,0.08227466666666666,0.11927808333333335,0.1875378,0.0041107338138925255
83,DPSCF300122,440001,450000,0.018641413234231338,0.011891920388349516,0.020598961165048543,0.008732730097087379,0.006211182608695653,,0.018012058449468498,0.019951975728155345,0.01533547184466019,0.004593005825242718,0.0072858347826086954,
84,DPSCF300122,450001,460000,0.02269622160821811,0.005885852465483234,0.0065902741617357005,0.00661636607495069,0.006742515929203539,,0.02048252123036977,0.005899265088757397,0.010209160157790928,0.008907361735700196,0.009521437610619469,
85,DPSCF300122,460001,470000,0.01954749309504479,0.007404991780821919,0.0028774383561643827,0.010833273059360729,0.012451922088353409,,0.019415163541835964,0.008268350228310498,0.002459621917808219,0.01053294922374429,0.01255354417670683,6.0602460456942005e-05
86,DPSCF300122,470001,480000,0.01320502898680382,0.004920874080717489,0.005309984932735425,0.014081666008968628,0.013766234181818179,0.015288350502283103,0.01325393354954145,0.004493531121076235,0.0066019443049327355,0.013992232735425995,0.013794211636363638,0.014093654657534238
87,DPSCF300122,480001,490000,0.0137701739527265,0.00280112,0.015541035294117647,0.006888680784313725,0.007098145070422536,0.014179439017341052,0.013091040030423676,0.0034020149019607844,0.018765654901960784,0.006846737254901959,0.006969835211267607,0.01450682572254334
88,DPSCF300122,490001,500000,0.015883139095933203,0.018124508510638297,,,,0.014065968456627852,0.01642086803174157,0.02049143723404255,,,,0.014032002666165949
89,DPSCF300122,500001,510000,0.01797964597590369,0.01185452658227848,,,,0.012704842905596364,0.01745533230522094,0.01061361518987342,,,,0.011166813736574304
90,DPSCF300122,520001,530000,0.0006891396176911544,,,0.0005714288000000001,,0.008051823962703967,0.0006801276049475263,,,0.001727768,,0.0070621063869463875
91,DPSCF300122,530001,540000,0.0014606169014084506,,,,,0.00895278712464442,0.0017688712676056336,,,,,0.008379132083026026
92,DPSCF300122,560001,570000,0.008945905241090147,0.0,0.0009276441558441561,0.003504436363636364,0.00599648,0.014605179174228768,0.009407332914046123,0.0004478285714285715,0.0,0.0017756000000000004,0.003038248888888889,0.013648607622504607
93,DPSCF300122,570001,580000,0.013250178816199382,0.00035360693069306934,0.0,0.013856147524752477,0.010141093650793652,0.01771465820693062,0.01303069018691588,0.0001707069306930693,0.0001707069306930693,0.010350226732673268,0.004585225396825396,0.016827222567517685
94,DPSCF300122,620001,630000,0.017864192984014194,0.0003924648351648352,,0.0019332516483516488,0.0012004806722689075,0.011606349298903284,0.020142617806394283,0.00037893186813186814,,0.0033239615384615387,0.0020182319327731093,0.01282444852144945
95,DPSCF300122,630001,640000,0.01208027586637526,,0.005828889626556017,0.0005927684647302905,0.0010660985074626868,0.011512490202535813,0.011554318482672472,,0.0067173290456431535,0.000976471784232365,0.001250552985074627,0.013089488753499091
96,DPSCF300123,80001,90000,0.012789044853111326,0.0037888949152542367,0.002421308474576272,0.007148488510638297,0.005550833928571429,0.00784275346687211,0.011889729435577196,0.0038245830508474576,0.0023224355932203386,0.004525624680851064,0.003208451785714285,0.00488070123266564
97,DPSCF300123,90001,100000,0.013257038065716069,0.002218961956521739,0.002554442391304348,0.01806322463768116,0.030027973563218374,0.016119840677462558,0.012998973093614372,0.002394637862318841,0.002266415036231884,0.01694000398550723,0.0270042040229885,0.014471605110681946
98,DPSCF300123,120001,130000,0.02069213930559238,0.009156582648401823,0.0007670753424657534,0.011312847031963471,0.011027051401869159,0.015483243752543778,0.02128602926053541,0.00874845091324201,0.0007886584474885844,0.014093652739726029,0.013817985981308413,0.015623971591371575
99,DPSCF300123,130001,140000,0.022393657689477608,0.0058994391359593395,0.003341333672172808,0.008628979161372298,0.010692901796407184,0.013238641278743656,0.01747635062545989,0.005575328208386277,0.003516000635324016,0.008152750063532405,0.010492630538922158,0.011214339792484544
100,DPSCF300123,140001,150000,0.02054853028764804,0.014511547804878048,0.008953517274939172,0.010775115815085156,0.01476671909090909,0.010440818632958794,0.02162069695431469,0.012469575609756098,0.007620153771289536,0.010992331873479321,0.015003032727272731,0.009389260642946292
101,DPSCF300123,150001,160000,0.019857284745762687,0.00517440317919075,0.00703745856832972,0.016483221836587153,0.018709527436823116,0.01813829278731832,0.02193591167070215,0.005558732731213874,0.006667255892986257,0.017805883731019514,0.019949515342960283,0.01676037273447813
102,DPSCF300123,160001,170000,0.0005801059164253206,0.0011678351351351352,0.005291004504504504,0.0027408369369369373,0.0006889340277777778,0.014692306072227603,0.0008074490690939179,0.0012507984234234233,0.0047034315315315324,0.002041061261261261,0.00011973194444444444,0.01329821744966444
103,DPSCF300123,170001,180000,0.01267174336255482,0.003601055835962145,0.004193583596214511,0.010252364984227129,0.01530127692307692,0.006981102683780633,0.013323911865998787,0.0034122091482649843,0.004851137539432177,0.010319643690851737,0.01565585970695971,0.009459838039673268
104,DPSCF300123,180001,190000,0.009659608595641621,0.0070811586572438155,0.002383756890459364,0.0009815462897526503,0.0020500191881918824,0.007533879737391833,0.009245064205004013,0.006580822261484099,0.00215049628975265,0.0016011164310954064,0.0022479546125461253,0.007733786541330931
105,DPSCF300123,190001,200000,0.00822288041237113,0.0006377553571428572,0.003472223214285714,0.0,0.0,0.0167327844367015,0.006171223195876289,0.0009236464285714283,0.0003078821428571429,0.0006157642857142858,0.0007183916666666668,0.014785484405025957
106,DPSCF300123,200001,210000,0.007361521003134796,0.0008444789712556733,0.0015488801815431164,0.01111031134644478,0.006423589137380191,0.012435212914188623,0.009778622988505748,0.0026934940998487138,0.0032691688350983358,0.014220701664145234,0.011256528753993614,0.013213880586236215
107,DPSCF300123,210001,220000,0.0041470058558558546,0.0019023839486356337,0.0,0.016216976565008034,0.015543361993769472,0.012105430887327646,0.00649515675675676,0.0029092510433386828,0.00011069919743178172,0.01784586548956659,0.01926074984423676,0.01200374168618267
108,DPSCF300123,220001,230000,0.021689695464362863,0.0018292312267657997,0.00970673531598513,0.010454161338289962,0.010656324719101122,0.007190890456029991,0.021316703131749448,0.002550278810408921,0.00729326654275093,0.011334585130111529,0.013767961797752812,0.0058085612314019465
109,DPSCF300123,230001,240000,0.013262303650026815,0.005968162255965292,0.00693799219088937,0.01185598698481562,0.013660833620689651,0.01003257898609972,0.013205875979602743,0.005718915184381779,0.007363204121475055,0.016946781995661606,0.01861820646551725,0.009911861099754659
110,DPSCF300123,240001,250000,0.01880747373478547,0.006349206857142856,0.001541952,0.01880574514285714,0.027122362162162163,0.017898890160891044,0.015990866976297282,0.006754820571428571,0.0021156365714285713,0.02091435885714286,0.029621277477477476,0.016200863025990053
111,DPSCF300123,250001,260000,0.00983643561421319,0.003984514754098361,0.0020958231320368477,0.004662800614124871,0.003550728381962865,0.005578800278940032,0.009857362822334998,0.0038900974385245907,0.0022483248720573173,0.004409963664278405,0.003169228116710875,0.005853018317061827
112,DPSCF300123,260001,270000,0.015570118408181398,0.002784878528827038,0.00451709671641791,0.006665084378109453,0.008790887548638134,0.012104212223562524,0.012661005580257852,0.0023573033797216693,0.0042569991044776115,0.008295491940298508,0.010330242217898834,0.012612474547647771
113,DPSCF300123,270001,280000,0.024155183408226727,0.014212539148936162,0.013041761276595744,0.00986153404255319,0.01175532970711297,0.02791191214035089,0.02009461036985822,0.008320142553191492,0.01074384808510638,0.00877965489361702,0.010393170711297072,0.02276499831578956
114,DPSCF300123,280001,290000,0.016869260633930117,0.00466853552036199,0.006500035972850679,0.009977494117647059,0.0131587,0.020872177142857145,0.015140713549022846,0.005414537217194571,0.00721368269230769,0.01359108993212669,0.016928415028901734,0.01466645912698412
115,DPSCF300123,290001,300000,0.022163595273173724,0.0037434574239713775,0.004285335778175314,0.016147504114490178,0.021463123586744647,0.019411278525073718,0.018842545365254697,0.0045696763864042965,0.004210376565295171,0.017212707602862247,0.02277152943469784,0.01765004330383475
116,DPSCF300123,300001,310000,0.014269415015679757,0.003312837837837837,0.008191866151866152,0.010469653024453022,0.013053719708029193,0.015873017221482467,0.014194764563733609,0.003963778635778636,0.008051351093951097,0.011328420334620332,0.014585302676399025,0.014064197691966256
117,DPSCF300123,310001,320000,0.00984543839484765,,,,,0.012395342668696085,0.00959066135744363,,,,,0.012460680466768155
118,DPSCF300123,320001,330000,0.011366746375582923,0.0062056723404255295,0.005065855319148937,0.00468268128342246,0.0038344966292134844,,0.010383325508690162,0.0053223702127659575,0.0053577643617021276,0.0026236545454545452,0.0015361932584269662,
